Start Date,1/1/2011,,
End Date,12/31/2023,,
,,,
,LH1 Comdty,C 1 Comdty,SM1 Comdty
,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST
11/17/2016,47.45,342,311.5
11/18/2016,47.8,345.5,310.4
11/21/2016,49.775,349.75,319.7
11/22/2016,49.3,351,324.9
11/23/2016,49.75,350.75,316.4
11/24/2016,49.75,350.75,316.4
11/25/2016,51.05,349.25,320.8
11/28/2016,50.425,348.5,325.9
11/29/2016,50.35,336.75,321.7
11/30/2016,51.025,336.75,316.4
12/1/2016,50.225,331.75,310.9
12/2/2016,50.75,337.5,310.7
12/5/2016,51.5,349.5,317.7
12/6/2016,53.375,351,320.2
12/7/2016,54.7,350.5,319.2
12/8/2016,55.675,346.5,312.4
12/9/2016,56.725,352.5,317.4
12/12/2016,57.375,354.5,314.8
12/13/2016,57.175,356.25,313.5
12/14/2016,57.85,351.75,311.1
12/15/2016,62.4,356.5,314
12/16/2016,64.7,356.25,317.1
12/19/2016,66.1,353.25,312.2
12/20/2016,64,350.25,308.8
12/21/2016,64.9,347.25,309.5
12/22/2016,64.725,347.25,309.3
12/23/2016,63.2,345.75,308
12/26/2016,63.2,345.75,308
12/27/2016,64.75,355,317.8
12/28/2016,65.1,348.25,316.2
12/29/2016,64.65,349.75,314.8
12/30/2016,66.15,352,312.9
1/2/2017,66.15,352,312.9
1/3/2017,63.5,355.75,308.3
1/4/2017,64.6,359.75,315.3
1/5/2017,64.875,361.25,314.4
1/6/2017,63.975,358,307.5
1/9/2017,63.75,360,309.8
1/10/2017,65.05,358.25,313.4
1/11/2017,65.6,357.25,310.7
1/12/2017,65.95,358.25,324.2
1/13/2017,65.6,358.5,332.5
1/16/2017,65.6,358.5,332.5
1/17/2017,65.8,365.5,348.8
1/18/2017,65.2,365,351.1
1/19/2017,65.425,366.25,348.2
1/20/2017,65.3,369.75,348.7
1/23/2017,65,369.5,343.5
1/24/2017,65.225,363.25,343
1/25/2017,67.525,366.25,343.3
1/26/2017,65.85,363.75,342.4
1/27/2017,66.9,362.5,343
1/30/2017,67.1,357.75,334.4
1/31/2017,69.075,359.75,334.6
2/1/2017,69.425,368.25,336
2/2/2017,70.35,367.5,333.8
2/3/2017,70.325,365.25,331.6
2/6/2017,71.35,363.75,332.8
2/7/2017,72.375,368.5,335.9
2/8/2017,73.35,370.75,341.2
2/9/2017,74.225,369.5,338.4
2/10/2017,74.55,374.5,342.1
2/13/2017,74.75,375.5,343.2
2/14/2017,75.175,374.25,339.5
2/15/2017,70.775,378.75,346.9
2/16/2017,69.825,373.5,342
2/17/2017,70.775,368.25,339.6
2/20/2017,70.775,368.25,339.6
2/21/2017,70.35,369.25,337.4
2/22/2017,67.75,371,335
2/23/2017,66.575,365.5,330.8
2/24/2017,68.025,364,331.3
2/27/2017,68.125,360.25,331.1
2/28/2017,67.6,366.75,332.6
3/1/2017,68.425,375.75,335.1
3/2/2017,68.275,372.75,330.8
3/3/2017,66.75,374.75,328.8
3/6/2017,67.175,372.75,329.2
3/7/2017,68.05,369.5,326.9
3/8/2017,68.425,365.25,326.5
3/9/2017,68.075,359.75,324.1
3/10/2017,68.175,358,324.6
3/13/2017,70.225,354.5,326.9
3/14/2017,70.825,353.75,323.3
3/15/2017,70.075,363.5,327.6
3/16/2017,69.9,366,329.3
3/17/2017,69.05,367.5,328.9
3/20/2017,68.65,363.5,326.6
3/21/2017,68,361.25,325.8
3/22/2017,68.15,358.75,323.5
3/23/2017,69.35,356.75,320.7
3/24/2017,67.275,356.25,318.2
3/27/2017,65.65,355.75,315.3
3/28/2017,65.1,357.75,315.3
3/29/2017,65.3,358.5,315.8
3/30/2017,65.625,357.5,314.9
3/31/2017,65.675,364.25,308.4
4/3/2017,64.8,367.75,307.6
4/4/2017,63.675,363,308.1
4/5/2017,63.625,364.75,309.8
4/6/2017,63.925,360.75,308.7
4/7/2017,63.325,359.5,307.4
4/10/2017,63.325,367,309.1
4/11/2017,62.65,366.5,309.3
4/12/2017,62.225,369,312.7
4/13/2017,62.45,371,317.5
4/14/2017,62.45,371,317.5
4/17/2017,61.975,366.5,313.4
4/18/2017,67.15,361.75,312.2
4/19/2017,65.875,361.75,310.8
4/20/2017,63.8,357.75,307.9
4/21/2017,63.025,357,309.6
4/24/2017,64.4,359.25,316.4
4/25/2017,65.225,365,313.5
4/26/2017,64.675,359,309.6
4/27/2017,66.9,362,310.5
4/28/2017,66.975,358,311.7
5/1/2017,66.125,369.25,314.3
5/2/2017,66.95,364,310.8
5/3/2017,67.95,366.25,314.6
5/4/2017,69,358,314.1
5/5/2017,69.4,361.75,312.3
5/8/2017,69.9,356.75,309.5
5/9/2017,70.3,358.25,314.2
5/10/2017,71.05,365.25,313.8
5/11/2017,71.525,360.5,311.1
5/12/2017,71.9,361.75,309.7
5/15/2017,77.25,367.75,312.5
5/16/2017,78.725,367.75,317
5/17/2017,78.9,371.5,315.3
5/18/2017,79.15,366,307.5
5/19/2017,79.5,372.5,307
5/22/2017,79.35,375,307.8
5/23/2017,80.15,369.5,306.3
5/24/2017,80.2,371.25,306.4
5/25/2017,80.95,369.25,304.7
5/26/2017,81.825,374.25,301.8
5/29/2017,81.825,374.25,301.8
5/30/2017,80.5,367,297.6
5/31/2017,81.925,372,298.1
6/1/2017,80.925,370.5,297.5
6/2/2017,81.225,372.75,301.9
6/5/2017,80.725,373,300.6
6/6/2017,81.65,377.25,301.1
6/7/2017,81.625,384.75,304.9
6/8/2017,82.025,385.75,306.1
6/9/2017,82.475,387.75,305.9
6/12/2017,81.975,377.25,301.8
6/13/2017,82.775,381,301.5
6/14/2017,83,377,301.8
6/15/2017,82.05,379.5,300.6
6/16/2017,82.325,384,300.9
6/19/2017,83.9,375.25,301.5
6/20/2017,85,370,300.9
6/21/2017,86.075,368.75,297.9
6/22/2017,85.025,362.75,293.8
6/23/2017,85.3,357.75,293.6
6/26/2017,87.025,359,294.1
6/27/2017,86.475,359.25,294
6/28/2017,87.925,356.75,294.6
6/29/2017,89.475,359.75,294.4
6/30/2017,90.625,370.5,304.4
7/3/2017,90.7,378,311.9
7/4/2017,90.7,378,311.9
7/5/2017,92.05,381.75,316.5
7/6/2017,91.475,380.25,320
7/7/2017,91.725,382.25,328.5
7/10/2017,91.475,391.75,336.4
7/11/2017,92.15,392.25,336.8
7/12/2017,92.575,376.25,334.4
7/13/2017,92.75,361,316.8
7/14/2017,92.6,365.25,322.3
7/17/2017,92.4,375,321.8
7/18/2017,80.5,377,323.5
7/19/2017,82.575,382.5,326.6
7/20/2017,81.1,391,330.5
7/21/2017,81.1,379.75,329.7
7/24/2017,80.375,377.25,325.9
7/25/2017,81.45,368.75,318.3
7/26/2017,82,372.75,319.8
7/27/2017,82.25,374.25,322.3
7/28/2017,81.4,374.25,321
7/31/2017,80.3,370.75,318.6
8/1/2017,79.8,362.5,308.3
8/2/2017,81.95,365,309
8/3/2017,81.975,363.5,306.3
8/4/2017,83.225,366.5,303.5
8/7/2017,83.4,372.25,308
8/8/2017,83.525,369.75,307.8
8/9/2017,84.125,372.25,306.6
8/10/2017,84.45,357.25,294.2
8/11/2017,84.65,360.75,298.1
8/14/2017,84.45,362.75,296.3
8/15/2017,70.525,355.25,295.8
8/16/2017,68.775,352.5,294.6
8/17/2017,66.925,350.5,296.1
8/18/2017,66.125,352,297.2
8/21/2017,64.675,349,295.8
8/22/2017,63.875,346,295.3
8/23/2017,63.55,342,293.3
8/24/2017,63.775,342,297.6
8/25/2017,63.075,338.75,296.4
8/28/2017,61.625,336,295.5
8/29/2017,60.225,333.5,294.6
8/30/2017,61.35,329.5,292.4
8/31/2017,61.4,342.25,294.3
9/1/2017,61.45,340,293.2
9/4/2017,61.45,340,293.2
9/5/2017,63.75,344.25,302.8
9/6/2017,63.55,347,303.6
9/7/2017,61.45,341.75,302.4
9/8/2017,62.15,344.25,300.9
9/11/2017,61.575,345.5,298.9
9/12/2017,59.45,340,295.1
9/13/2017,59.575,338.5,300.3
9/14/2017,59.025,341.75,308.7
9/15/2017,60.975,354.75,308
9/18/2017,60,351.5,309
9/19/2017,60.125,348.25,305
9/20/2017,58.65,350,306.3
9/21/2017,57.325,350.25,309
9/22/2017,55.7,353.5,315
9/25/2017,56.325,353.75,310.1
9/26/2017,55.25,352.25,308.8
9/27/2017,55.4,354,308.8
9/28/2017,55.55,352.5,306.8
9/29/2017,55.4,355.25,311.5
10/2/2017,57.25,351.5,309.1
10/3/2017,59.875,349.5,307.3
10/4/2017,60.325,348.25,306.9
10/5/2017,60.925,349.5,312.9
10/6/2017,59.175,350,315
10/9/2017,59.025,349.5,311.5
10/10/2017,60.175,349.25,312.5
10/11/2017,61.25,346,311.2
10/12/2017,60.7,349,322.7
10/13/2017,60.4,352.75,324.5
10/16/2017,63.7,350.5,324.5
10/17/2017,62.175,350,321.6
10/18/2017,63.75,348.5,321.8
10/19/2017,64.25,349,321.4
10/20/2017,64.85,344.5,317.1
10/23/2017,63.525,351.25,315.9
10/24/2017,64.025,352.75,314.2
10/25/2017,64.475,351,315.4
10/26/2017,65.05,350.5,312.1
10/27/2017,64.45,348.75,312.1
10/30/2017,65.175,348.75,312.3
10/31/2017,68,345.75,311.8
11/1/2017,66.6,348.25,313.6
11/2/2017,65.8,350.5,317.4
11/3/2017,65.1,348.25,313.9
11/6/2017,64.625,348,316.1
11/7/2017,63.925,347.75,315.5
11/8/2017,63.55,348.25,315.2
11/9/2017,63.175,341.5,311.8
11/10/2017,62.475,343.5,314.5
11/13/2017,62.3,342.25,311.3
11/14/2017,59.975,337.5,310.3
11/15/2017,61.125,338.25,311.3
11/16/2017,60.1,336.5,310.5
11/17/2017,60.65,343,318.2
11/20/2017,62.025,345,319.8
11/21/2017,60.7,345,318.3
11/22/2017,62.825,345.25,324.4
11/23/2017,62.825,345.25,324.4
11/24/2017,63.25,342.25,323.8
11/27/2017,64.525,338.75,327.1
11/28/2017,65.75,336.25,323.5
11/29/2017,65.075,339,325
11/30/2017,64.275,341.75,324.5
12/1/2017,65.275,344.75,328.2
12/4/2017,64.95,339.5,335.4
12/5/2017,64.275,339.75,341.3
12/6/2017,63.825,339.25,340.4
12/7/2017,63.575,338.75,333.5
12/8/2017,63.675,340,330
12/11/2017,63.6,336.5,326
12/12/2017,63.75,335.75,322.9
12/13/2017,63.95,336.75,325.1
12/14/2017,64.025,336.25,321.2
12/15/2017,68.525,347.5,320.6
12/18/2017,67.4,347,318.5
12/19/2017,66.9,347.5,315.2
12/20/2017,68.375,349.25,315.7
12/21/2017,68.575,351.25,314.2
12/22/2017,69.975,352,312.8
12/25/2017,69.975,352,312.8
12/26/2017,71.525,352.75,315.2
12/27/2017,71.025,353.75,314.2
12/28/2017,71.55,352,311.8
12/29/2017,71.775,350.75,312.6
1/1/2018,71.775,350.75,312.6
1/2/2018,70.725,353.25,313.5
1/3/2018,71.05,353,314.4
1/4/2018,71.375,351,315.8
1/5/2018,71.425,351.25,317.9
1/8/2018,72.975,347.25,317.5
1/9/2018,73.175,349,314.5
1/10/2018,72.525,349,312.9
1/11/2018,70.975,348.75,309.6
1/12/2018,71.575,346.25,309.8
1/15/2018,71.575,346.25,309.8
1/16/2018,73.9,348.25,322.8
1/17/2018,72.725,353,324.3
1/18/2018,73.05,351.5,328.4
1/19/2018,72.075,352.5,331.6
1/22/2018,71.8,352,338.6
1/23/2018,72.25,351.25,339.6
1/24/2018,72.925,356.5,342
1/25/2018,72.475,355.25,340.4
1/26/2018,72.275,356.5,335.7
1/29/2018,72.4,358.75,337.4
1/30/2018,72.45,361.5,340.5
1/31/2018,73.225,361.5,337.8
2/1/2018,74.825,361.75,334
2/2/2018,75.2,361.5,331.4
2/5/2018,75.825,358.75,327
2/6/2018,74.75,363.5,331.7
2/7/2018,73.85,365.25,335.4
2/8/2018,73.4,365.75,341.7
2/9/2018,73.175,362,343.8
2/12/2018,73.075,367,357.8
2/13/2018,73.35,366.75,365.2
2/14/2018,73.5,367.25,369.9
2/15/2018,69.725,367.75,373.7
2/16/2018,68.15,367.5,373.3
2/19/2018,68.15,367.5,373.3
2/20/2018,69.2,365.5,376.5
2/21/2018,69.9,365.75,378
2/22/2018,71.275,366.75,376.9
2/23/2018,71.375,366.25,375.5
2/26/2018,69.95,368.5,377.2
2/27/2018,69.95,370.5,386.5
2/28/2018,67.225,374.5,394.2
3/1/2018,66.975,378.75,394
3/2/2018,67.575,377.25,390.2
3/5/2018,68.8,378.25,389.3
3/6/2018,68.2,379.75,384.5
3/7/2018,67.8,379.25,380.2
3/8/2018,68.075,385.75,380.6
3/9/2018,67.85,383,371.7
3/12/2018,67.675,384.25,369.8
3/13/2018,67.725,385.5,372.3
3/14/2018,66.875,383.5,368.3
3/15/2018,65.725,386.75,371
3/16/2018,65.45,382.75,372.9
3/19/2018,63.15,375,358.6
3/20/2018,63.25,374.5,361.7
3/21/2018,62.575,375,364.5
3/22/2018,61.325,376,368
3/23/2018,58.425,377.25,377.9
3/26/2018,58.025,374,375
3/27/2018,57.75,374,372.4
3/28/2018,56.925,373.5,371.3
3/29/2018,57.25,387.75,384
3/30/2018,57.25,387.75,384
4/2/2018,54.275,387.25,377.3
4/3/2018,51.675,388.5,380
4/4/2018,53.075,381,381.8
4/5/2018,52.45,389.5,383.6
4/6/2018,52.125,388.5,386.3
4/9/2018,52.9,390.75,389.6
4/10/2018,53.5,389.25,383.9
4/11/2018,53.3,387,380.2
4/12/2018,54.3,388.75,383.4
4/13/2018,53.825,386.25,382.8
4/16/2018,68.175,382.5,377.8
4/17/2018,67.9,380.25,381.1
4/18/2018,69.85,383,376.6
4/19/2018,70.15,382,373.3
4/20/2018,69.95,376.5,374.1
4/23/2018,68,378.5,371.8
4/24/2018,67.45,381.25,372.1
4/25/2018,68.55,386.5,376.2
4/26/2018,67.325,386,379.2
4/27/2018,66.1,389.5,393.2
4/30/2018,66.3,392.5,392.1
5/1/2018,67.45,396.75,403
5/2/2018,66.9,396,400
5/3/2018,67.075,399.5,398.4
5/4/2018,67.075,398.75,394.4
5/7/2018,66.075,393.25,384.8
5/8/2018,66.2,395.5,388.7
5/9/2018,65.925,394.75,389.2
5/10/2018,65.475,394.75,390.5
5/11/2018,65.3,389.75,382.7
5/14/2018,65.25,389,389.8
5/15/2018,74.725,402.25,382.3
5/16/2018,75.9,399.25,376.6
5/17/2018,76.475,395.25,375.1
5/18/2018,74.7,402.5,376.3
5/21/2018,74,402.75,379.1
5/22/2018,73.125,404.75,377.5
5/23/2018,74.6,408.5,380.7
5/24/2018,74.825,404.25,377.3
5/25/2018,74.2,406,380.3
5/28/2018,74.2,406,380.3
5/29/2018,75.675,400,380.2
5/30/2018,77.325,393.5,376.9
5/31/2018,76.625,394,375.3
6/1/2018,77.6,391.5,374.2
6/4/2018,77.575,380.75,368.9
6/5/2018,76.525,383.75,367.3
6/6/2018,78.175,378.25,365
6/7/2018,78.4,376.25,358.4
6/8/2018,79.875,377.75,357.8
6/11/2018,80.15,367.25,351.2
6/12/2018,80.525,377.5,353.5
6/13/2018,81,376,347.7
6/14/2018,81.175,363,343.2
6/15/2018,81.725,361.25,338.9
6/18/2018,83.725,356,335.5
6/19/2018,81.875,353.75,334.5
6/20/2018,80.025,354.25,333.2
6/21/2018,80.475,357,331.8
6/22/2018,79.825,357.25,339.1
6/25/2018,78.075,350.5,332.9
6/26/2018,79.125,352.5,333.7
6/27/2018,80.225,352.5,333.9
6/28/2018,81.125,345,331.4
6/29/2018,82.875,350.25,332.8
7/2/2018,83.2,337.5,329.5
7/3/2018,83.725,342.75,327.8
7/4/2018,83.725,342.75,327.8
7/5/2018,83.3,343.5,328.2
7/6/2018,81.375,351.75,339.8
7/9/2018,80.225,345.75,331.8
7/10/2018,79.5,339.75,334.4
7/11/2018,79.775,331.25,333
7/12/2018,79.95,336.5,333.4
7/13/2018,79.95,330.25,328.8
7/16/2018,79.75,341.75,329.1
7/17/2018,67.9,346.25,329.1
7/18/2018,67.2,347.25,328.2
7/19/2018,67.25,351.25,328.8
7/20/2018,66.45,355.25,326.9
7/23/2018,66.425,357.25,328
7/24/2018,65.55,352,328.9
7/25/2018,66.4,359.25,330
7/26/2018,64.9,361.5,332.6
7/27/2018,63.65,362,332.7
7/30/2018,63.3,367.25,333.9
7/31/2018,61.125,372.25,341.2
8/1/2018,60.25,365,336.5
8/2/2018,58.975,366.75,332.8
8/3/2018,58.5,369.75,332.5
8/6/2018,56.6,371,330
8/7/2018,55.8,370.75,332.7
8/8/2018,54.8,371.25,337.1
8/9/2018,54.975,369.25,334
8/10/2018,54.8,357.75,323.5
8/13/2018,55.525,356.5,327.8
8/14/2018,55,362.25,335
8/15/2018,52.475,361.5,329.5
8/16/2018,55.475,365.25,334.6
8/17/2018,58.6,364.25,330.1
8/20/2018,56.475,362,328.2
8/21/2018,56.225,359.75,324.9
8/22/2018,53.6,352.5,321.1
8/23/2018,51.175,346.75,313.7
8/24/2018,51.775,348.5,312.7
8/27/2018,54.775,346.75,306.3
8/28/2018,52,341,300.7
8/29/2018,51.55,341.25,302.1
8/30/2018,49.125,341,301.4
8/31/2018,50.425,351,303.7
9/3/2018,50.425,351,303.7
9/4/2018,51.075,354.5,308.3
9/5/2018,51.975,351.75,306.2
9/6/2018,54.975,353.5,311
9/7/2018,55.65,354.25,314.2
9/10/2018,55.95,355.5,315.9
9/11/2018,54.475,355.25,314.2
9/12/2018,55.8,341.5,315.7
9/13/2018,55.675,336.25,311.3
9/14/2018,56.225,337,307.3
9/17/2018,56.45,348,302.9
9/18/2018,59.175,343.25,300.5
9/19/2018,60,345.75,306.4
9/20/2018,61.25,352.5,311.4
9/21/2018,60.3,357.25,305.9
9/24/2018,61,360.5,304.7
9/25/2018,62.425,363.75,306.2
9/26/2018,62.2,363,307.7
9/27/2018,61.3,364.75,308.2
9/28/2018,62.175,356.25,305.4
10/1/2018,64.75,365.75,310.5
10/2/2018,66.425,367.5,311.2
10/3/2018,67.475,364.75,307.5
10/4/2018,67.5,367.5,308.4
10/5/2018,68.2,368.25,315.6
10/8/2018,68.45,366.5,314.2
10/9/2018,68.75,364.5,313.5
10/10/2018,68.475,362.75,312
10/11/2018,68.675,369.25,312.8
10/12/2018,68.75,373.75,312.4
10/15/2018,56.75,378.25,327
10/16/2018,56.875,375.25,322.3
10/17/2018,54.7,374.25,323.7
10/18/2018,52.3,370.75,316.3
10/19/2018,51.6,367,313.1
10/22/2018,53.175,369.5,312.8
10/23/2018,54.525,370.25,310.7
10/24/2018,57.525,368.25,306.1
10/25/2018,56.775,361,304.3
10/26/2018,57.925,367.75,307.3
10/29/2018,58.85,366.75,308.2
10/30/2018,59,364.75,305.1
10/31/2018,58.45,363.25,306.4
11/1/2018,58.2,366.75,313.4
11/2/2018,58.125,371.25,311
11/5/2018,57.1,374,310.6
11/6/2018,54.1,373.25,311.4
11/7/2018,55.525,372.25,308
11/8/2018,55.625,373.5,306.1
11/9/2018,55.8,369.75,305.6
11/12/2018,56.55,371.25,305.6
11/13/2018,57.3,366.5,303.9
11/14/2018,57,367,305.7
11/15/2018,57.075,367.5,305.4
11/16/2018,60.075,364.75,310.9
11/19/2018,61.025,362.25,305.5
11/20/2018,58.975,361.25,307.1
11/21/2018,58.275,361.75,306.6
11/22/2018,58.275,361.75,306.6
11/23/2018,59.075,359,305.8
11/26/2018,57.4,356,303
11/27/2018,57.875,356.5,304.9
11/28/2018,57.95,360.5,307.9
11/29/2018,58.725,360.25,306.9
11/30/2018,57.875,366.5,308.3
12/3/2018,58.025,371.25,312.1
12/4/2018,56.875,374.25,312.7
12/5/2018,55.85,374.25,311.9
12/6/2018,54.525,372,310
12/7/2018,54.25,374,309.1
12/10/2018,54.725,374.25,307.9
12/11/2018,54.45,375,308.9
12/12/2018,54.725,376.25,310.8
12/13/2018,54.8,375.5,309.4
12/14/2018,54.95,376.75,309.4
12/17/2018,63.825,384,309.1
12/18/2018,62.65,385.5,310.4
12/19/2018,62.7,381.75,307.8
12/20/2018,62.375,375.25,307.7
12/21/2018,61.125,378.5,305.6
12/24/2018,60.3,377.75,307.5
12/25/2018,60.3,377.75,307.5
12/26/2018,60.375,373.25,303.4
12/27/2018,60.575,374.5,303.9
12/28/2018,60.65,375.5,308.9
12/31/2018,60.975,375,306.2
1/1/2019,60.975,375,306.2
1/2/2019,61.7,375.75,311
1/3/2019,62.15,379.75,312.7
1/4/2019,61.95,383,315.1
1/7/2019,61.9,382.25,318.2
1/8/2019,62.6,380,317.6
1/9/2019,63.775,382,319
1/10/2019,64.075,376.25,312.6
1/11/2019,62.65,378.25,310.4
1/14/2019,61.85,378.5,306.9
1/15/2019,62.15,371.25,309.3
1/16/2019,60.05,374,310.1
1/17/2019,60.85,380,312.2
1/18/2019,61.225,381.75,315.1
1/21/2019,61.225,381.75,315.1
1/22/2019,61.475,379,313
1/23/2019,60.775,378.75,312.9
1/24/2019,59.825,377,312.3
1/25/2019,58.375,380.25,313.9
1/28/2019,57.975,379.75,312.2
1/29/2019,57.325,377.25,311.8
1/30/2019,57.45,381.25,311.1
1/31/2019,56.25,376.5,310
2/1/2019,56.35,378.25,311.8
2/4/2019,57.375,379.25,310.6
2/5/2019,56.425,380.75,309.5
2/6/2019,55.925,380,309
2/7/2019,55.275,376.5,305.5
2/8/2019,55.05,374.25,306.1
2/11/2019,55.175,372.75,304.9
2/12/2019,55.175,378.25,309.2
2/13/2019,55.15,378.75,310.1
2/14/2019,55.1,374.75,305.5
2/15/2019,59.525,374.75,306.5
2/18/2019,59.525,374.75,306.5
2/19/2019,56.525,369.75,305.4
2/20/2019,52.975,370.75,305.2
2/21/2019,55.95,375.5,305.9
2/22/2019,55.45,375.25,305.6
2/25/2019,53.9,370.5,305.4
2/26/2019,55.725,366.25,303.2
2/27/2019,55.6,363.75,305
2/28/2019,55.875,362,302.3
3/1/2019,56.4,364,303.3
3/4/2019,57.325,365,306.3
3/5/2019,57.9,366,305.6
3/6/2019,57.075,362.5,301.8
3/7/2019,57.725,356,302
3/8/2019,60.55,354.75,299.1
3/11/2019,62.85,352.5,296.7
3/12/2019,63.65,356.5,298.3
3/13/2019,63.475,357.25,300.2
3/14/2019,65.8,361.5,301.8
3/15/2019,68.8,373.25,310.8
3/18/2019,71.025,371.5,309.8
3/19/2019,70.825,371.25,310.8
3/20/2019,73.825,371.5,311.6
3/21/2019,78.325,376.25,315.3
3/22/2019,78.325,378.25,315
3/25/2019,78.65,379.75,315.1
3/26/2019,79.725,377.25,311
3/27/2019,81.325,373.75,304.4
3/28/2019,78.875,374,306.5
3/29/2019,77.375,356.5,306.5
4/1/2019,77.4,361.75,309.4
4/2/2019,78.95,361.5,310.6
4/3/2019,79.075,362.75,311
4/4/2019,79.575,365.25,311.9
4/5/2019,79.025,362.5,308
4/8/2019,78.6,360,309.2
4/9/2019,78.525,360,309.1
4/10/2019,78.9,361.75,310.1
4/11/2019,79.225,360,307.2
4/12/2019,79.3,361,307.9
4/15/2019,90.075,362.75,311
4/16/2019,88.975,359,306.5
4/17/2019,88.925,358.25,303.9
4/18/2019,90.2,358.5,303.2
4/19/2019,90.2,358.5,303.2
4/22/2019,89.025,354.75,302.5
4/23/2019,87.825,351.25,301
4/24/2019,89.175,346.75,300.4
4/25/2019,87.85,347.5,306
4/26/2019,87,351.25,299.9
4/29/2019,84.775,352,297.2
4/30/2019,84.3,353.25,296
5/1/2019,87.1,360,296
5/2/2019,86.1,362,292.4
5/3/2019,85.35,363,293.6
5/6/2019,82.375,355.75,291.8
5/7/2019,83.05,358,288.4
5/8/2019,83.575,355.25,288.7
5/9/2019,83.75,344.5,285.3
5/10/2019,83.75,342.5,284.1
5/13/2019,83.55,347.5,284
5/14/2019,83.55,360.5,294
5/15/2019,91.825,369.5,299.8
5/16/2019,92.225,379,301.9
5/17/2019,92.375,383.25,294.3
5/20/2019,91.75,389,297.3
5/21/2019,90.1,394.25,295.3
5/22/2019,89.65,394.5,298.3
5/23/2019,89.425,389.75,297.2
5/24/2019,86.425,404.25,300.5
5/27/2019,86.425,404.25,300.5
5/28/2019,83.975,420.25,312.8
5/29/2019,85.2,418.75,319
5/30/2019,83.675,436.25,327.4
5/31/2019,81.725,427,321.3
6/3/2019,81.575,424.25,320.5
6/4/2019,81.125,425.25,321
6/5/2019,79.85,414.75,317.7
6/6/2019,79.375,420.5,315.9
6/7/2019,78.65,415.75,312.3
6/10/2019,79.275,415.75,313.4
6/11/2019,79.075,427.75,314.4
6/12/2019,79.025,430,319.5
6/13/2019,79.225,442,321.7
6/14/2019,79.375,453,323.5
6/17/2019,83.05,454.75,324.3
6/18/2019,81.475,449.75,322
6/19/2019,81.625,441,316.9
6/20/2019,79.25,450,323
6/21/2019,76.25,442.25,315.6
6/24/2019,72.85,446.75,317.6
6/25/2019,74.4,447.5,315.7
6/26/2019,73.55,443.25,313.4
6/27/2019,73.825,440,312.2
6/28/2019,72.1,420.25,313.1
7/1/2019,72.575,412,304.8
7/2/2019,73.725,413.5,303.5
7/3/2019,73.55,433,306
7/4/2019,73.55,433,306
7/5/2019,72.125,434,303.8
7/8/2019,70.075,438.5,304.2
7/9/2019,71.375,431.75,307.9
7/10/2019,71.75,434.25,309.1
7/11/2019,71.6,447.75,311.6
7/12/2019,71.05,449.5,313.3
7/15/2019,70.775,441,311.6
7/16/2019,79.05,435.25,308.4
7/17/2019,82,436,307.5
7/18/2019,82.775,424.5,307
7/19/2019,83.875,430.75,311.2
7/22/2019,83.225,422.25,308.4
7/23/2019,86.175,425.5,306.4
7/24/2019,86.55,424,306.3
7/25/2019,85.95,418.5,303.9
7/26/2019,86.425,414.5,303.1
7/29/2019,84.425,417,304.2
7/30/2019,82.3,411.25,300.3
7/31/2019,79.325,400.25,298.2
8/1/2019,76.8,392.75,293.2
8/2/2019,76.275,399.5,292.4
8/5/2019,77.85,405.25,294.9
8/6/2019,77.125,404,295.1
8/7/2019,77.725,406.5,293
8/8/2019,77.35,411,294.8
8/9/2019,79.025,410.25,296.7
8/12/2019,79.175,385.25,291.9
8/13/2019,79,366,297.8
8/14/2019,79.4,359,293
8/15/2019,65,360.75,291.8
8/16/2019,62,371,294.9
8/19/2019,64.025,365,292
8/20/2019,64.975,359.5,294
8/21/2019,63.3,362.5,294.7
8/22/2019,62.3,363.25,293.7
8/23/2019,59.3,359.75,289.9
8/26/2019,63.8,358.5,293
8/27/2019,63.225,357,291.5
8/28/2019,63.5,362.75,294
8/29/2019,64.9,359.75,292
8/30/2019,63.525,358,289.3
9/2/2019,63.525,358,289.3
9/3/2019,66.525,349.75,288
9/4/2019,67.125,346,292.2
9/5/2019,66.3,346.5,288.7
9/6/2019,63.5,342.5,287.2
9/9/2019,62.6,340.75,288.5
9/10/2019,62.725,348.5,292.9
9/11/2019,60.175,348.25,289.6
9/12/2019,63.175,354.5,296.1
9/13/2019,66.475,355.5,298.2
9/16/2019,63.625,374,295.2
9/17/2019,62.1,368,294.1
9/18/2019,62.925,371.25,291.6
9/19/2019,61.4,372.75,292.2
9/20/2019,60.35,370.75,291.1
9/23/2019,60.95,373.25,294.5
9/24/2019,62,374.75,295.4
9/25/2019,64.575,374.25,293.2
9/26/2019,64.225,372.5,290.8
9/27/2019,65.275,371.5,289.9
9/30/2019,65.45,388,295.9
10/1/2019,62.55,392.5,304.1
10/2/2019,62.2,387.75,300.3
10/3/2019,62.425,388.75,298
10/4/2019,62.4,384.75,298.8
10/7/2019,60.5,387,297.4
10/8/2019,61.7,395.75,302.3
10/9/2019,62.8,394.25,305.4
10/10/2019,62.4,380.25,304.1
10/11/2019,62.925,397.75,306.9
10/14/2019,63.075,397.75,306
10/15/2019,72.125,393.25,307.8
10/16/2019,70.625,391.75,304.8
10/17/2019,68.15,394.75,306.8
10/18/2019,67.95,391,308.5
